ok,range_label,netlist_file,fault_type,events_found,pseudo_fault_nodes_created,labeled_fault_nodes,num_nodes,num_edges,generated_file,generated_file_path,requested_k,effective_k,metadata_used
True,500-1000,voter.v,stuck_at,919,919,919,26912,36747,stuck_at_k919_voter.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k919_voter.v,919,919,True
True,500-1000,multiplier.v,stuck_at,920,920,920,43894,62779,stuck_at_k920_multiplier.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k920_multiplier.v,920,920,True
True,500-1000,c6288.v,stuck_at,932,932,932,3285,4274,stuck_at_k932_c6288.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k932_c6288.v,932,932,True
True,500-1000,sqrt.v,stuck_at,946,946,946,37743,60732,stuck_at_k946_sqrt.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k946_sqrt.v,946,946,True
True,500-1000,adder.v,stuck_at,994,994,994,3156,2668,stuck_at_k994_adder.v,fault_injection_fig_faultsweep/500-1000/stuck_at/stuck_at_k994_adder.v,994,994,True
True,500-1000,i2c.v,glitch,505,505,505,2527,2947,glitch_k505_i2c.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k505_i2c.v,505,505,True
True,500-1000,router.v,glitch,362,362,362,727,485,glitch_k518_router.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k518_router.v,518,362,True
True,500-1000,c2670.v,glitch,520,520,520,1219,1220,glitch_k520_c2670.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k520_c2670.v,520,520,True
True,500-1000,sin.v,glitch,520,520,520,8175,12997,glitch_k520_sin.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k520_sin.v,520,520,True
True,500-1000,c1908.v,glitch,512,512,512,991,986,glitch_k531_c1908.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k531_c1908.v,531,512,True
True,500-1000,c3540.v,glitch,542,542,542,1585,1856,glitch_k542_c3540.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k542_c3540.v,542,542,True
True,500-1000,c499.v,glitch,215,215,215,389,376,glitch_k545_c499.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k545_c499.v,545,215,True
True,500-1000,ctrl.v,glitch,296,296,296,602,391,glitch_k559_ctrl.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k559_ctrl.v,559,296,True
True,500-1000,arbiter.v,glitch,571,571,571,23760,34388,glitch_k571_arbiter.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k571_arbiter.v,571,571,True
True,500-1000,c17.v,glitch,11,11,11,17,12,glitch_k614_c17.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k614_c17.v,614,11,True
True,500-1000,dec.v,glitch,56,56,56,368,592,glitch_k642_dec.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k642_dec.v,642,56,True
True,500-1000,cavlc.v,glitch,652,652,652,1893,1713,glitch_k652_cavlc.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k652_cavlc.v,652,652,True
True,500-1000,c432.v,glitch,207,207,207,378,347,glitch_k682_c432.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k682_c432.v,682,207,True
True,500-1000,square.v,glitch,697,697,697,35959,49304,glitch_k697_square.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k697_square.v,697,697,True
True,500-1000,max.v,glitch,701,701,701,5764,6286,glitch_k701_max.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k701_max.v,701,701,True
True,500-1000,Priority.v,glitch,723,723,723,2539,2515,glitch_k723_Priority.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k723_Priority.v,723,723,True
True,500-1000,c5315.v,glitch,726,726,726,2312,3050,glitch_k726_c5315.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k726_c5315.v,726,726,True
True,500-1000,bar.v,glitch,767,767,767,3726,5512,glitch_k767_bar.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k767_bar.v,767,767,True
True,500-1000,c880.v,glitch,383,383,383,706,661,glitch_k770_c880.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k770_c880.v,770,383,True
True,500-1000,int2float.v,glitch,400,400,400,807,523,glitch_k813_int2float.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k813_int2float.v,813,400,True
True,500-1000,div.v,glitch,827,827,827,101812,153708,glitch_k827_div.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k827_div.v,827,827,True
True,500-1000,log2.v,glitch,832,832,832,47578,76804,glitch_k832_log2.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k832_log2.v,832,832,True
True,500-1000,memctrl.v,glitch,884,884,884,82237,115559,glitch_k884_memctrl.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k884_memctrl.v,884,884,True
True,500-1000,c1355.v,glitch,559,559,559,1077,1032,glitch_k889_c1355.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k889_c1355.v,889,559,True
True,500-1000,c7552.v,glitch,903,903,903,3234,4220,glitch_k903_c7552.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k903_c7552.v,903,903,True
True,500-1000,voter.v,glitch,919,919,919,26912,36747,glitch_k919_voter.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k919_voter.v,919,919,True
True,500-1000,multiplier.v,glitch,920,920,920,43894,62779,glitch_k920_multiplier.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k920_multiplier.v,920,920,True
True,500-1000,c6288.v,glitch,932,932,932,3285,4370,glitch_k932_c6288.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k932_c6288.v,932,932,True
True,500-1000,sqrt.v,glitch,946,946,946,37743,60732,glitch_k946_sqrt.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k946_sqrt.v,946,946,True
True,500-1000,adder.v,glitch,994,994,994,3156,2668,glitch_k994_adder.v,fault_injection_fig_faultsweep/500-1000/glitch/glitch_k994_adder.v,994,994,True
True,500-1000,i2c.v,bridging,505,505,505,2527,3377,bridging_k505_i2c.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k505_i2c.v,505,505,True
True,500-1000,router.v,bridging,518,518,518,883,1003,bridging_k518_router.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k518_router.v,518,518,True
True,500-1000,c2670.v,bridging,520,520,520,1219,1619,bridging_k520_c2670.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k520_c2670.v,520,520,True
True,500-1000,sin.v,bridging,520,520,520,8175,13517,bridging_k520_sin.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k520_sin.v,520,520,True
True,500-1000,c1908.v,bridging,531,531,531,1010,1415,bridging_k531_c1908.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k531_c1908.v,531,531,True
True,500-1000,c3540.v,bridging,542,542,542,1585,2419,bridging_k542_c3540.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k542_c3540.v,542,542,True
True,500-1000,c499.v,bridging,545,545,545,719,871,bridging_k545_c499.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k545_c499.v,545,545,True
True,500-1000,ctrl.v,bridging,559,559,559,865,945,bridging_k559_ctrl.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k559_ctrl.v,559,559,True
True,500-1000,arbiter.v,bridging,571,571,571,23760,34959,bridging_k571_arbiter.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k571_arbiter.v,571,571,True
True,500-1000,c17.v,bridging,55,55,55,61,56,bridging_k614_c17.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k614_c17.v,614,55,True
True,500-1000,dec.v,bridging,642,642,642,954,1234,bridging_k642_dec.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k642_dec.v,642,642,True
True,500-1000,cavlc.v,bridging,652,652,652,1893,2365,bridging_k652_cavlc.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k652_cavlc.v,652,652,True
True,500-1000,c432.v,bridging,682,682,682,853,974,bridging_k682_c432.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k682_c432.v,682,682,True
True,500-1000,square.v,bridging,697,697,697,35959,50001,bridging_k697_square.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k697_square.v,697,697,True
True,500-1000,max.v,bridging,701,701,701,5764,6987,bridging_k701_max.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k701_max.v,701,701,True
True,500-1000,Priority.v,bridging,723,723,723,2539,3238,bridging_k723_Priority.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k723_Priority.v,723,723,True
True,500-1000,c5315.v,bridging,726,726,726,2312,3542,bridging_k726_c5315.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k726_c5315.v,726,726,True
True,500-1000,bar.v,bridging,767,767,767,3726,6279,bridging_k767_bar.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k767_bar.v,767,767,True
True,500-1000,c880.v,bridging,770,770,770,1093,1364,bridging_k770_c880.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k770_c880.v,770,770,True
True,500-1000,int2float.v,bridging,813,813,813,1220,1336,bridging_k813_int2float.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k813_int2float.v,813,813,True
True,500-1000,div.v,bridging,827,827,827,101812,154535,bridging_k827_div.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k827_div.v,827,827,True
True,500-1000,log2.v,bridging,832,832,832,47578,77636,bridging_k832_log2.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k832_log2.v,832,832,True
True,500-1000,memctrl.v,bridging,884,884,884,82237,116549,bridging_k884_memctrl.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k884_memctrl.v,884,884,True
True,500-1000,c1355.v,bridging,889,889,889,1407,1858,bridging_k889_c1355.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k889_c1355.v,889,889,True
True,500-1000,c7552.v,bridging,903,903,903,3234,5061,bridging_k903_c7552.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k903_c7552.v,903,903,True
True,500-1000,voter.v,bridging,919,919,919,26912,37666,bridging_k919_voter.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k919_voter.v,919,919,True
True,500-1000,multiplier.v,bridging,920,920,920,43894,63699,bridging_k920_multiplier.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k920_multiplier.v,920,920,True
True,500-1000,c6288.v,bridging,932,932,932,3285,5263,bridging_k932_c6288.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k932_c6288.v,932,932,True
True,500-1000,sqrt.v,bridging,946,946,946,37743,61678,bridging_k946_sqrt.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k946_sqrt.v,946,946,True
True,500-1000,adder.v,bridging,994,994,994,3156,3662,bridging_k994_adder.v,fault_injection_fig_faultsweep/500-1000/bridging/bridging_k994_adder.v,994,994,True
True,1000-2000,Priority.v,clean,0,0,0,1816,2515,Priority.v,fault_injection_fig_faultsweep/clean_netlists/Priority.v,0,0,True
True,1000-2000,adder.v,clean,0,0,0,2162,2668,adder.v,fault_injection_fig_faultsweep/clean_netlists/adder.v,0,0,True
True,1000-2000,arbiter.v,clean,0,0,0,23189,34388,arbiter.v,fault_injection_fig_faultsweep/clean_netlists/arbiter.v,0,0,True
True,1000-2000,bar.v,clean,0,0,0,2959,5512,bar.v,fault_injection_fig_faultsweep/clean_netlists/bar.v,0,0,True
True,1000-2000,c1355.v,clean,0,0,0,518,824,c1355.v,fault_injection_fig_faultsweep/clean_netlists/c1355.v,0,0,True
True,1000-2000,c17.v,clean,0,0,0,6,6,c17.v,fault_injection_fig_faultsweep/clean_netlists/c17.v,0,0,True
True,1000-2000,c1908.v,clean,0,0,0,479,862,c1908.v,fault_injection_fig_faultsweep/clean_netlists/c1908.v,0,0,True
True,1000-2000,c2670.v,clean,0,0,0,699,1086,c2670.v,fault_injection_fig_faultsweep/clean_netlists/c2670.v,0,0,True
True,1000-2000,c3540.v,clean,0,0,0,1043,1719,c3540.v,fault_injection_fig_faultsweep/clean_netlists/c3540.v,0,0,True
True,1000-2000,c432.v,clean,0,0,0,171,266,c432.v,fault_injection_fig_faultsweep/clean_netlists/c432.v,0,0,True
True,1000-2000,c499.v,clean,0,0,0,174,264,c499.v,fault_injection_fig_faultsweep/clean_netlists/c499.v,0,0,True
True,1000-2000,c5315.v,clean,0,0,0,1586,2627,c5315.v,fault_injection_fig_faultsweep/clean_netlists/c5315.v,0,0,True
True,1000-2000,c6288.v,clean,0,0,0,2353,4178,c6288.v,fault_injection_fig_faultsweep/clean_netlists/c6288.v,0,0,True
True,1000-2000,c7552.v,clean,0,0,0,2331,4131,c7552.v,fault_injection_fig_faultsweep/clean_netlists/c7552.v,0,0,True
True,1000-2000,c880.v,clean,0,0,0,323,440,c880.v,fault_injection_fig_faultsweep/clean_netlists/c880.v,0,0,True
True,1000-2000,cavlc.v,clean,0,0,0,1241,1713,cavlc.v,fault_injection_fig_faultsweep/clean_netlists/cavlc.v,0,0,True
True,1000-2000,ctrl.v,clean,0,0,0,306,391,ctrl.v,fault_injection_fig_faultsweep/clean_netlists/ctrl.v,0,0,True
True,1000-2000,dec.v,clean,0,0,0,312,592,dec.v,fault_injection_fig_faultsweep/clean_netlists/dec.v,0,0,True
True,1000-2000,div.v,clean,0,0,0,100985,153708,div.v,fault_injection_fig_faultsweep/clean_netlists/div.v,0,0,True
True,1000-2000,i2c.v,clean,0,0,0,2022,2824,i2c.v,fault_injection_fig_faultsweep/clean_netlists/i2c.v,0,0,True
True,1000-2000,int2float.v,clean,0,0,0,407,523,int2float.v,fault_injection_fig_faultsweep/clean_netlists/int2float.v,0,0,True
True,1000-2000,log2.v,clean,0,0,0,46746,76804,log2.v,fault_injection_fig_faultsweep/clean_netlists/log2.v,0,0,True
True,1000-2000,max.v,clean,0,0,0,5063,6286,max.v,fault_injection_fig_faultsweep/clean_netlists/max.v,0,0,True
True,1000-2000,memctrl.v,clean,0,0,0,81353,115485,memctrl.v,fault_injection_fig_faultsweep/clean_netlists/memctrl.v,0,0,True
True,1000-2000,multiplier.v,clean,0,0,0,42974,62779,multiplier.v,fault_injection_fig_faultsweep/clean_netlists/multiplier.v,0,0,True
True,1000-2000,router.v,clean,0,0,0,365,485,router.v,fault_injection_fig_faultsweep/clean_netlists/router.v,0,0,True
True,1000-2000,sin.v,clean,0,0,0,7655,12997,sin.v,fault_injection_fig_faultsweep/clean_netlists/sin.v,0,0,True
True,1000-2000,sqrt.v,clean,0,0,0,36797,60732,sqrt.v,fault_injection_fig_faultsweep/clean_netlists/sqrt.v,0,0,True
True,1000-2000,square.v,clean,0,0,0,35262,49304,square.v,fault_injection_fig_faultsweep/clean_netlists/square.v,0,0,True
True,1000-2000,voter.v,clean,0,0,0,25993,36747,voter.v,fault_injection_fig_faultsweep/clean_netlists/voter.v,0,0,True
True,1000-2000,c3540.v,stuck_at,1093,1093,1093,2136,2099,stuck_at_k1151_c3540.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1151_c3540.v,1151,1093,True
True,1000-2000,c6288.v,stuck_at,1166,1166,1166,3519,4450,stuck_at_k1166_c6288.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1166_c6288.v,1166,1166,True
True,1000-2000,ctrl.v,stuck_at,296,296,296,602,391,stuck_at_k1168_ctrl.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1168_ctrl.v,1168,296,True
True,1000-2000,router.v,stuck_at,362,362,362,727,485,stuck_at_k1172_router.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1172_router.v,1172,362,True
True,1000-2000,c432.v,stuck_at,207,207,207,378,347,stuck_at_k1211_c432.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1211_c432.v,1211,207,True
True,1000-2000,sin.v,stuck_at,1224,1224,1224,8879,12997,stuck_at_k1224_sin.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1224_sin.v,1224,1224,True
True,1000-2000,arbiter.v,stuck_at,1284,1284,1284,24473,34388,stuck_at_k1284_arbiter.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1284_arbiter.v,1284,1284,True
True,1000-2000,multiplier.v,stuck_at,1314,1314,1314,44288,62779,stuck_at_k1314_multiplier.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1314_multiplier.v,1314,1314,True
True,1000-2000,i2c.v,stuck_at,1320,1320,1320,3342,3169,stuck_at_k1320_i2c.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1320_i2c.v,1320,1320,True
True,1000-2000,square.v,stuck_at,1334,1334,1334,36596,49304,stuck_at_k1334_square.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1334_square.v,1334,1334,True
True,1000-2000,div.v,stuck_at,1347,1347,1347,102332,153708,stuck_at_k1347_div.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1347_div.v,1347,1347,True
True,1000-2000,c499.v,stuck_at,215,215,215,389,376,stuck_at_k1360_c499.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1360_c499.v,1360,215,True
True,1000-2000,c2670.v,stuck_at,1022,1022,1022,1721,1417,stuck_at_k1369_c2670.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1369_c2670.v,1369,1022,True
True,1000-2000,c17.v,stuck_at,11,11,11,17,12,stuck_at_k1372_c17.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1372_c17.v,1372,11,True
True,1000-2000,c1908.v,stuck_at,512,512,512,991,986,stuck_at_k1461_c1908.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1461_c1908.v,1461,512,True
True,1000-2000,voter.v,stuck_at,1470,1470,1470,27463,36747,stuck_at_k1470_voter.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1470_voter.v,1470,1470,True
True,1000-2000,Priority.v,stuck_at,1498,1498,1498,3314,2515,stuck_at_k1498_Priority.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1498_Priority.v,1498,1498,True
True,1000-2000,int2float.v,stuck_at,400,400,400,807,523,stuck_at_k1523_int2float.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1523_int2float.v,1523,400,True
True,1000-2000,max.v,stuck_at,1566,1566,1566,6629,6286,stuck_at_k1566_max.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1566_max.v,1566,1566,True
True,1000-2000,memctrl.v,stuck_at,1572,1572,1572,82925,115628,stuck_at_k1572_memctrl.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1572_memctrl.v,1572,1572,True
True,1000-2000,c1355.v,stuck_at,559,559,559,1077,1032,stuck_at_k1579_c1355.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1579_c1355.v,1579,559,True
True,1000-2000,c5315.v,stuck_at,1651,1651,1651,3237,3321,stuck_at_k1651_c5315.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1651_c5315.v,1651,1651,True
True,1000-2000,cavlc.v,stuck_at,1230,1230,1230,2471,1713,stuck_at_k1687_cavlc.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1687_cavlc.v,1687,1230,True
True,1000-2000,c7552.v,stuck_at,1705,1705,1705,4036,4295,stuck_at_k1705_c7552.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1705_c7552.v,1705,1705,True
True,1000-2000,sqrt.v,stuck_at,1711,1711,1711,38508,60732,stuck_at_k1711_sqrt.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1711_sqrt.v,1711,1711,True
True,1000-2000,dec.v,stuck_at,56,56,56,368,592,stuck_at_k1749_dec.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1749_dec.v,1749,56,True
True,1000-2000,log2.v,stuck_at,1842,1842,1842,48588,76804,stuck_at_k1842_log2.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1842_log2.v,1842,1842,True
True,1000-2000,c880.v,stuck_at,383,383,383,706,661,stuck_at_k1950_c880.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1950_c880.v,1950,383,True
True,1000-2000,adder.v,stuck_at,1961,1961,1961,4123,2668,stuck_at_k1961_adder.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1961_adder.v,1961,1961,True
True,1000-2000,bar.v,stuck_at,1976,1976,1976,4935,5512,stuck_at_k1976_bar.v,fault_injection_fig_faultsweep/1000-2000/stuck_at/stuck_at_k1976_bar.v,1976,1976,True
True,1000-2000,c3540.v,glitch,1093,1093,1093,2136,2099,glitch_k1151_c3540.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1151_c3540.v,1151,1093,True
True,1000-2000,c6288.v,glitch,1166,1166,1166,3519,4434,glitch_k1166_c6288.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1166_c6288.v,1166,1166,True
True,1000-2000,ctrl.v,glitch,296,296,296,602,391,glitch_k1168_ctrl.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1168_ctrl.v,1168,296,True
True,1000-2000,router.v,glitch,362,362,362,727,485,glitch_k1172_router.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1172_router.v,1172,362,True
True,1000-2000,c432.v,glitch,207,207,207,378,347,glitch_k1211_c432.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1211_c432.v,1211,207,True
True,1000-2000,sin.v,glitch,1224,1224,1224,8879,12997,glitch_k1224_sin.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1224_sin.v,1224,1224,True
True,1000-2000,arbiter.v,glitch,1284,1284,1284,24473,34388,glitch_k1284_arbiter.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1284_arbiter.v,1284,1284,True
True,1000-2000,multiplier.v,glitch,1314,1314,1314,44288,62779,glitch_k1314_multiplier.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1314_multiplier.v,1314,1314,True
True,1000-2000,i2c.v,glitch,1320,1320,1320,3342,3178,glitch_k1320_i2c.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1320_i2c.v,1320,1320,True
True,1000-2000,square.v,glitch,1334,1334,1334,36596,49304,glitch_k1334_square.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1334_square.v,1334,1334,True
True,1000-2000,div.v,glitch,1347,1347,1347,102332,153708,glitch_k1347_div.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1347_div.v,1347,1347,True
True,1000-2000,c499.v,glitch,215,215,215,389,376,glitch_k1360_c499.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1360_c499.v,1360,215,True
True,1000-2000,c2670.v,glitch,1022,1022,1022,1721,1417,glitch_k1369_c2670.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1369_c2670.v,1369,1022,True
True,1000-2000,c17.v,glitch,11,11,11,17,12,glitch_k1372_c17.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1372_c17.v,1372,11,True
True,1000-2000,c1908.v,glitch,512,512,512,991,986,glitch_k1461_c1908.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1461_c1908.v,1461,512,True
True,1000-2000,voter.v,glitch,1470,1470,1470,27463,36747,glitch_k1470_voter.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1470_voter.v,1470,1470,True
True,1000-2000,Priority.v,glitch,1498,1498,1498,3314,2515,glitch_k1498_Priority.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1498_Priority.v,1498,1498,True
True,1000-2000,int2float.v,glitch,400,400,400,807,523,glitch_k1523_int2float.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1523_int2float.v,1523,400,True
True,1000-2000,max.v,glitch,1566,1566,1566,6629,6286,glitch_k1566_max.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1566_max.v,1566,1566,True
True,1000-2000,memctrl.v,glitch,1572,1572,1572,82925,115679,glitch_k1572_memctrl.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1572_memctrl.v,1572,1572,True
True,1000-2000,c1355.v,glitch,559,559,559,1077,1032,glitch_k1579_c1355.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1579_c1355.v,1579,559,True
True,1000-2000,c5315.v,glitch,1651,1651,1651,3237,3357,glitch_k1651_c5315.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1651_c5315.v,1651,1651,True
True,1000-2000,cavlc.v,glitch,1230,1230,1230,2471,1713,glitch_k1687_cavlc.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1687_cavlc.v,1687,1230,True
True,1000-2000,c7552.v,glitch,1705,1705,1705,4036,4320,glitch_k1705_c7552.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1705_c7552.v,1705,1705,True
True,1000-2000,sqrt.v,glitch,1711,1711,1711,38508,60732,glitch_k1711_sqrt.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1711_sqrt.v,1711,1711,True
True,1000-2000,dec.v,glitch,56,56,56,368,592,glitch_k1749_dec.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1749_dec.v,1749,56,True
True,1000-2000,log2.v,glitch,1842,1842,1842,48588,76804,glitch_k1842_log2.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1842_log2.v,1842,1842,True
True,1000-2000,c880.v,glitch,383,383,383,706,661,glitch_k1950_c880.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1950_c880.v,1950,383,True
True,1000-2000,adder.v,glitch,1961,1961,1961,4123,2668,glitch_k1961_adder.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1961_adder.v,1961,1961,True
True,1000-2000,bar.v,glitch,1976,1976,1976,4935,5512,glitch_k1976_bar.v,fault_injection_fig_faultsweep/1000-2000/glitch/glitch_k1976_bar.v,1976,1976,True
True,1000-2000,c3540.v,bridging,1151,1151,1151,2194,3090,bridging_k1151_c3540.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1151_c3540.v,1151,1151,True
True,1000-2000,c6288.v,bridging,1166,1166,1166,3519,5606,bridging_k1166_c6288.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1166_c6288.v,1166,1166,True
True,1000-2000,ctrl.v,bridging,1168,1168,1168,1474,1547,bridging_k1168_ctrl.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1168_ctrl.v,1168,1168,True
True,1000-2000,router.v,bridging,1172,1172,1172,1537,1657,bridging_k1172_router.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1172_router.v,1172,1172,True
True,1000-2000,c432.v,bridging,1211,1211,1211,1382,1483,bridging_k1211_c432.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1211_c432.v,1211,1211,True
True,1000-2000,sin.v,bridging,1224,1224,1224,8879,14221,bridging_k1224_sin.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1224_sin.v,1224,1224,True
True,1000-2000,arbiter.v,bridging,1284,1284,1284,24473,35672,bridging_k1284_arbiter.v,fault_injection_fig_faultsweep/1000-2000/bridging/bridging_k1284_arbiter.v,1284,1284,True
